Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
@mattletiss7 Reporting for duty. Let’s nail these bastards,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284505161801633792
":play_button_selector::radio: Difference  @d_exolas @ChrisExola
 @deejayfoxyone 
@sollazo1 
#RaypowerNigeria",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1282104524656848896
@GrandadJohn5 Good news that County cricket is starting up but no news on recreational cricket the cut off point for our league is August 8th after that only friendlies or right off the season,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1277670005497384962
"People who don't wear Mask and break Rules should be termed as Social Disgusting..
#coronavirus",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284746070577172480
@tahntahn76 @llojak How do these evil bastards get away with this ???,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281770727398612992
:notes::arrow_forward:No peace @perxentageboss    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289541501312282626
:notes::arrow_forward:Woman @rudeboypsquare  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281962485990535168
@CliveFPalmer I'll vote for Palmer Party in Vic if they are going to,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1288998228243804161
@LPL_Airport Better still.,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287329492151803904
"As of 4pm today July 26, 2020 
80,488 total covid 19 cases nationwide.",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287353047799099395
@NYGovCuomo Stuff it! You know the only way to end it is allowing it to run it’s course!,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283234080121741312
@MPRnews Interesting... is this the next reason you will use for #Minnesota's #COVID__19 number dropping @MDHCommMalcolm &amp; @GovTimWalz? We can read you like a very bad book.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284255368726687744
:notes::arrow_forward:Duduke @SympLySimi    On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290647839815733248
"@DanielJHannan It’s worse than that, he’s dead Jim! People living in fantasyland are about to be shocked violently out of their government-aided feebleness. A true winter of discontent is approaching.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285854121598345217
:notes::arrow_forward:Shekere @yemialadee @angeliquekidjo On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288500050189070337
@LawrenceBJones3 Their is an emotional toll on our children,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282994172279107584
"#EidAdhaMubarak and #HajjMubarak To all celebrating . The supreme sacrifice of Hazrat Ibrahim Alaihi Salam teaches us devotion to Allah . Also to rekindle the spirit of sacrifice in our daily lives to help those in need , the poor, the vulnerable of the society.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1289226819472777218
":play_button_selector::radio: chemistry  @fmg_kaydee
 @deejayfoxyone 
@sollazo1 
#RaypowerNigeria",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1282107768850309120
:notes::arrow_forward:Hey stranger @ReekadoBanks    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281948656204120064
:notes::arrow_forward:Pak n go @iamkissdaniel On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288508845963321347
@steveeagar They ALL do!  We are being lied too!!!  :rage:,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283804845229715458
I stayed up ALL night during #Minneapolisprotests and #Prayed. #PortlandProtest I will stay up ALL night praying for you! But I'll be grouchy in the morning!!!,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284699626726137857
:notes::arrow_forward:Of lagos refix @iamdjttb @IamMayorKun On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280899232602435584
:notes::arrow_forward:Make ma proud @Drake @NICKIMINAJ     On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289541832884383745
@matigary Mhofu dzorayi moyo even our culture does not permit such hostility,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283034989408518155
:notes::arrow_forward:Panda cover @iam_YCee    On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285541083049603073
"@Gary_P_Jackson @ProfKarolSikora It’s not just the NHS: the whole of the U.K. workforce has been given a jobsworth charter deluxe, with no sign of it ending. But it will, with a total jobs apocalypse this winter.",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285872786058153985
"@BardishKW @JustinTrudeau We can't actually celebrate, work, or reach even a fraction of our potential under your petty communist regime. Talk about tone deaf!

#TrudeauMustGo",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277573020287188992
:notes::arrow_forward:Miss independent @NeYoCompound   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290313005012525058
":notes::arrow_forward:Break up with your girlfriend, I'm bored @ArianaGrande On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,1288493523470356481
:notes::arrow_forward:Addicted @OfficialNiniola   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288140507202359302
"Crying would never make u Strong 
But
Trying could always!!
#StayStrong",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284909696751558656
@indiaAnkita Please,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1282232042072096768
@Brett_McLeod There probably hundreds doing this everyday ! Unfortunately people are just lying and just following in the footsteps of our government and local councils,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286645882612400130
:notes::arrow_forward:Popstar @djkhaled @Drake    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289544890381025280
:notes::arrow_forward:Money play @burnaboy  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287023462830268416
#Coronavirus: US cancels military drills with Philippines over coronavirus.,neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1243434912360861696
"@CRRJA5 @Jim_Jordan I just LOVE how the Google CEO LIES through his teeth! Have you seen a Google newsfeed? There's never been 1 Pro President Trump or any Conservative piece. 
And btw",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288712891516858368
"#COVID_19 Update: As at 16 July 2020
914 Active cases
425 recoveries 
23deaths
#Bulawayo recorded 231 cases today",neutral,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283988979600285699
@Breaking911 Stop printing money it’s gonna be worth nothing!!!! How about you give us back our freedom.,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287866561038934016
"@SpeakerPelosi Well, you're still a dimwit #COVIDIOTS",neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283402603716587522
@realDonaldTrump @US_FDA @TuckerCarlson @FoxNews SHUT UP!! #ImpeachedForLife #BunkerBoy #crybaby #canadahatesyou,neutral,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280331108136058882
